county,state,area
Chouteau, Montana,3997.13
Custer, Montana,3793.37
Daniels, Montana,1426.57
Dawson, Montana,2383.23
Deer Lodge, Montana,741.27
Fallon, Montana,1623.06
Fergus, Montana,4350.51
Flathead, Montana,5256.6
Gallatin, Montana,2532.73
Garfield, Montana,4847.66
Glacier, Montana,3037.12
Golden Valley, Montana,1176.42
Granite, Montana,1733.17
Hill, Montana,2916.07
Jefferson, Montana,1658.89
Judith Basin, Montana,1870.75
Lake, Montana,1653.75
Lewis and Clark, Montana,3497.63
Liberty, Montana,1447.18
Lincoln, Montana,3675.22
McCone, Montana,2682.84
Madison, Montana,3602.93
Meagher, Montana,2394.87
Mineral, Montana,1223.43
Missoula, Montana,2618.39
Musselshell, Montana,1870.94
Park, Montana,2666.73
Petroleum, Montana,1674.05
Phillips, Montana,5212.22
Pondera, Montana,1639.83
Powder River, Montana,3298.02
Powell, Montana,2332.71
Prairie, Montana,1742.61
Ravalli, Montana,2400.39
Richland, Montana,2103.08
Roosevelt, Montana,2369.7
Rosebud, Montana,5026.96
Sanders, Montana,2790.18
Sheridan, Montana,1706.38
Silver Bow, Montana,718.99
Stillwater, Montana,1804.71
Sweet Grass, Montana,1862.1
Teton, Montana,2292.57
Toole, Montana,1945.82
Treasure, Montana,984.14
Valley, Montana,5062.08
Wheatland, Montana,1428.37
Wibaux, Montana,890.12
Yellowstone, Montana,2649.11
Yellowstone National Park, Montana,246.12
Adams, Nebraska,564.19
Antelope, Nebraska,858.49
Arthur, Nebraska,718.36
Banner, Nebraska,746.43
Blaine, Nebraska,714.39
Boone, Nebraska,687.3
Box Butte, Nebraska,1077.92
Boyd, Nebraska,544.64
Brown, Nebraska,1225.15
Buffalo, Nebraska,975.31
Burt, Nebraska,497.12
Butler, Nebraska,584.43
Cass, Nebraska,566.27
Cedar, Nebraska,745.86
Chase, Nebraska,897.67
Cherry, Nebraska,6009.87
Cheyenne, Nebraska,1196.55
Clay, Nebraska,573.56
Colfax, Nebraska,418.61
Cuming, Nebraska,574.58
Custer, Nebraska,2576.21
Dakota, Nebraska,267.41
Dawes, Nebraska,1400.9
Dawson, Nebraska,1019.34
Deuel, Nebraska,440.83
Dixon, Nebraska,482.75
Dodge, Nebraska,543.98
Douglas, Nebraska,339.65
Dundy, Nebraska,920.84
Fillmore, Nebraska,576.66
Franklin, Nebraska,576.13
Frontier, Nebraska,980.11
Furnas, Nebraska,720.53
Gage, Nebraska,859.99
Garden, Nebraska,1731.15
Garfield, Nebraska,571.36
Gosper, Nebraska,462.77
Grant, Nebraska,783.27
Greeley, Nebraska,570.74
Hall, Nebraska,552.25
Hamilton, Nebraska,546.76
Harlan, Nebraska,574.2
Hayes, Nebraska,713.37
Hitchcock, Nebraska,718.62
Holt, Nebraska,2417.8
Hooker, Nebraska,721.54
Howard, Nebraska,575.77
Jefferson, Nebraska,575.53
Johnson, Nebraska,376.84
Kearney, Nebraska,516.15
Keith, Nebraska,1109.85
Keya Paha, Nebraska,774.21
Kimball, Nebraska,952.38
Knox, Nebraska,1139.75
Lancaster, Nebraska,846.73
Lincoln, Nebraska,2575.27
Logan, Nebraska,571.18
Loup, Nebraska,571.06
McPherson, Nebraska,860.06
Madison, Nebraska,575.09
Merrick, Nebraska,494.39
Morrill, Nebraska,1429.92
Nance, Nebraska,448.08
Nemaha, Nebraska,411.91
Nuckolls, Nebraska,576
Otoe, Nebraska,619.12
Pawnee, Nebraska,432.97
Perkins, Nebraska,884.33
Phelps, Nebraska,540.62
Pierce, Nebraska,575.31
Platte, Nebraska,689.13
Polk, Nebraska,441.13
Red Willow, Nebraska,718.1
Richardson, Nebraska,555.98
Rock, Nebraska,1011.91
Saline, Nebraska,576.08
Sarpy, Nebraska,247.29
Saunders, Nebraska,758.91
Scotts Bluff, Nebraska,745.57
Seward, Nebraska,575.74
Sheridan, Nebraska,2470.12
Sherman, Nebraska,571.66
Sioux, Nebraska,2067.43
Stanton, Nebraska,431.08
Thayer, Nebraska,575.36
Thomas, Nebraska,713.69
Thurston, Nebraska,396.27
Valley, Nebraska,570.54
Washington, Nebraska,393.79
Wayne, Nebraska,443.52
Webster, Nebraska,575.04
Wheeler, Nebraska,575.61
York, Nebraska,576.04
Churchill, Nevada,5023.65
Clark, Nevada,8091.05
Douglas, Nevada,737.67
Elko, Nevada,17204.04
Esmeralda, Nevada,3589.19
Eureka, Nevada,4180.25
Humboldt, Nevada,9658.42
Lander, Nevada,5519.64
Lincoln, Nevada,10637.44
Lyon, Nevada,2016.49
Mineral, Nevada,3813.17
Nye, Nevada,18159.71
Pershing, Nevada,6067.89
Storey, Nevada,263.81
Washoe, Nevada,6551.48
White Pine, Nevada,8897.17
Carson City city, Nevada,155.85
Belknap, New Hampshire,468.59
Carroll, New Hampshire,992.32
Cheshire, New Hampshire,729.21
Coos, New Hampshire,1831.72
Grafton, New Hampshire,1750.3
Hillsborough, New Hampshire,892.28
Merrimack, New Hampshire,956.56
Rockingham, New Hampshire,794.04
Strafford, New Hampshire,383.95
Sullivan, New Hampshire,551.98
Atlantic, New Jersey,671.47
Bergen, New Jersey,246.82
Burlington, New Jersey,819.48
Camden, New Jersey,227.59
Cape May, New Jersey,620.29
Cumberland, New Jersey,676.57
Essex, New Jersey,129.59
Gloucester, New Jersey,337
Hudson, New Jersey,62.26
Hunterdon, New Jersey,437.85
Mercer, New Jersey,228.87
Middlesex, New Jersey,322.65
Monmouth, New Jersey,665.34
Morris, New Jersey,481.36
Ocean, New Jersey,915.9
Passaic, New Jersey,197.07
Salem, New Jersey,372.54
Somerset, New Jersey,305.07
Sussex, New Jersey,535.96
Union, New Jersey,105.46
Warren, New Jersey,362.78
Bernalillo, New Mexico,1168.77
Catron, New Mexico,6929.49
Chaves, New Mexico,6075.6
Cibola, New Mexico,4542.07
Colfax, New Mexico,3768.29
Curry, New Mexico,1407.78
De Baca, New Mexico,2334.02
Dona Ana, New Mexico,3814.88
Eddy, New Mexico,4197.8
Grant, New Mexico,3967.79
Guadalupe, New Mexico,3031.81
Harding, New Mexico,2126.1
Hidalgo, New Mexico,3446.2
Lea, New Mexico,4394.33
Lincoln, New Mexico,4831.64
Los Alamos, New Mexico,109.35
Luna, New Mexico,2965.5
McKinley, New Mexico,5455.62
Mora, New Mexico,1933.6
Otero, New Mexico,6627.84
Quay, New Mexico,2881.98
Rio Arriba, New Mexico,5896.53
Roosevelt, New Mexico,2455.08
Sandoval, New Mexico,3714.65
San Juan, New Mexico,5538.71
San Miguel, New Mexico,4736
Santa Fe, New Mexico,1910.95
Sierra, New Mexico,4236.59
Socorro, New Mexico,6649.06
Taos, New Mexico,2204.77
Torrance, New Mexico,3346.1
Union, New Mexico,3831
Valencia, New Mexico,1068.29
Albany, New York,533.47
Allegany, New York,1034.48
Bronx, New York,57.42
Broome, New York,715.5
Cattaraugus, New York,1322.33
Cayuga, New York,778.93
Chautauqua, New York,1500.19
Chemung, New York,410.81
Chenango, New York,898.76
Clinton, New York,1117.68
Columbia, New York,648.32
Cortland, New York,501.55
Delaware, New York,1468.11
Dutchess, New York,825.43
Erie, New York,1226.97
Essex, New York,1916.62
Franklin, New York,1697.54
Fulton, New York,532.94
Genesee, New York,495.37
Greene, New York,658.19
Hamilton, New York,1807.9
Herkimer, New York,1458.46
Jefferson, New York,1857.35
Kings, New York,96.87
Lewis, New York,1289.99
Livingston, New York,640.49
Madison, New York,661.56
Monroe, New York,1365.95
Montgomery, New York,410.35
Nassau, New York,453.32
New York, New York,33.68
Niagara, New York,1139.89
Oneida, New York,1257.16
Onondaga, New York,805.73
Ontario, New York,662.46
Orange, New York,838.58
Orleans, New York,817.53
Oswego, New York,1312.22
Otsego, New York,1015.24
Putnam, New York,246.27
Queens, New York,177.35
Rensselaer, New York,665.46
Richmond, New York,102.62
Rockland, New York,199.36
St. Lawrence, New York,2821.61
Saratoga, New York,843.78
Schenectady, New York,209.64
Schoharie, New York,626.18
Schuyler, New York,346.16
Seneca, New York,390.53
Steuben, New York,1404.17
Suffolk, New York,2373.39
Sullivan, New York,996.93
Tioga, New York,522.94
Tompkins, New York,491.65
Ulster, New York,1160.82
Warren, New York,931.73
Washington, New York,845.91
Wayne, New York,1384.18
Westchester, New York,500.21
Wyoming, New York,596.48
Yates, New York,371.85
Alamance, North Carolina,434.8
Alexander, North Carolina,263.29
Alleghany, North Carolina,235.52
Anson, North Carolina,537.17
Ashe, North Carolina,426.81
Avery, North Carolina,247.22
Beaufort, North Carolina,958
Bertie, North Carolina,741.22
Bladen, North Carolina,887.15
Brunswick, North Carolina,1050.06
Buncombe, North Carolina,660.05
Burke, North Carolina,514.91
Cabarrus, North Carolina,365.02
Caldwell, North Carolina,474.32
Camden, North Carolina,305.72
Carteret, North Carolina,1351.57
Caswell, North Carolina,428.47
Catawba, North Carolina,413.52
Chatham, North Carolina,709.18
Cherokee, North Carolina,466.69
Chowan, North Carolina,233.32
Clay, North Carolina,220.6
Cleveland, North Carolina,468.31
Columbus, North Carolina,953.64
Craven, North Carolina,761.82
Cumberland, North Carolina,658.5
Currituck, North Carolina,525.68
Dare, North Carolina,1561.59
Davidson, North Carolina,566.81
Davie, North Carolina,266.89
Duplin, North Carolina,819.15
Durham, North Carolina,298.12
Edgecombe, North Carolina,506.61
Forsyth, North Carolina,412.91
Franklin, North Carolina,494.14
Gaston, North Carolina,363.85
Gates, North Carolina,345.63
Graham, North Carolina,301.61
Granville, North Carolina,536.6
Greene, North Carolina,265.91
Guilford, North Carolina,657.73
Halifax, North Carolina,730.97
Harnett, North Carolina,601.3
Haywood, North Carolina,554.85
Henderson, North Carolina,374.85
Hertford, North Carolina,360.83
Hoke, North Carolina,392.37
Hyde, North Carolina,1424
Iredell, North Carolina,593.42
Jackson, North Carolina,494.36
Johnston, North Carolina,795.9
Jones, North Carolina,474.74
Lee, North Carolina,259.36
Lenoir, North Carolina,402.11
Lincoln, North Carolina,307.06
McDowell, North Carolina,446.43
Macon, North Carolina,519.44
Madison, North Carolina,451.61
Martin, North Carolina,462.9
Mecklenburg, North Carolina,549.74
Mitchell, North Carolina,222.15
Montgomery, North Carolina,501.1
Moore, North Carolina,706.29
Nash, North Carolina,542.72
New Hanover, North Carolina,327.93
Northampton, North Carolina,550.26
Onslow, North Carolina,908.46
Orange, North Carolina,401.15
Pamlico, North Carolina,566.24
Pasquotank, North Carolina,289.45
Pender, North Carolina,932.69
Perquimans, North Carolina,328.95
Person, North Carolina,404.1
Pitt, North Carolina,654.81
Polk, North Carolina,238.58
Randolph, North Carolina,789.97
Richmond, North Carolina,479.64
Robeson, North Carolina,951.07
Rockingham, North Carolina,572.35
Rowan, North Carolina,523.89
Rutherford, North Carolina,565.98
Sampson, North Carolina,947.51
Scotland, North Carolina,320.65
Stanly, North Carolina,404.3
Stokes, North Carolina,455.9
Surry, North Carolina,537.81
Swain, North Carolina,540.65
Transylvania, North Carolina,380.57
Tyrrell, North Carolina,600.32
Union, North Carolina,639.64
Vance, North Carolina,269.85
Wake, North Carolina,857.5
Warren, North Carolina,443.83
Washington, North Carolina,424.26
Watauga, North Carolina,312.76
Wayne, North Carolina,556.72
Wilkes, North Carolina,759.96
Wilson, North Carolina,374.29
Yadkin, North Carolina,337.53
Yancey, North Carolina,313.13
Adams, North Dakota,988.89
Barnes, North Dakota,1513.34
Benson, North Dakota,1439.39
Billings, North Dakota,1153.47
Bottineau, North Dakota,1697.83
Bowman, North Dakota,1167.03
Burke, North Dakota,1129.33
Burleigh, North Dakota,1668.12
Cass, North Dakota,1768
Cavalier, North Dakota,1510.22
Dickey, North Dakota,1141.76
Divide, North Dakota,1294.24
Dunn, North Dakota,2082.38
Eddy, North Dakota,644.26
Emmons, North Dakota,1554.82
Foster, North Dakota,646.75
Golden Valley, North Dakota,1002.4
Grand Forks, North Dakota,1439.91
Grant, North Dakota,1666.02
Griggs, North Dakota,716.21
Hettinger, North Dakota,1133.78
Kidder, North Dakota,1433.3
LaMoure, North Dakota,1150.86
Logan, North Dakota,1011.14
McHenry, North Dakota,1911.83
McIntosh, North Dakota,995.12
McKenzie, North Dakota,2861.05
McLean, North Dakota,2328.27
Mercer, North Dakota,1112.49
Morton, North Dakota,1945.39
Mountrail, North Dakota,1941.16
Nelson, North Dakota,1008.8
Oliver, North Dakota,731.23
Pembina, North Dakota,1121.78
Pierce, North Dakota,1082.26
Ramsey, North Dakota,1300.93
Ransom, North Dakota,864.18
Renville, North Dakota,892.11
Richland, North Dakota,1445.8
Rolette, North Dakota,939.4
Sargent, North Dakota,867.15
Sheridan, North Dakota,1005.83
Sioux, North Dakota,1128.37
Slope, North Dakota,1219.27
Stark, North Dakota,1340.55
Steele, North Dakota,715.54
Stutsman, North Dakota,2298.36
Towner, North Dakota,1041.61
Traill, North Dakota,862.59
Walsh, North Dakota,1294.17
Ward, North Dakota,2056.36
Wells, North Dakota,1290.7
Williams, North Dakota,2148.08
Adams, Ohio,585.83
Allen, Ohio,406.92
Ashland, Ohio,426.86
Ashtabula, Ohio,1368.76
Athens, Ohio,508.58
Auglaize, Ohio,401.74
Belmont, Ohio,541.41
Brown, Ohio,495.26
Butler, Ohio,470.24
Carroll, Ohio,399.02
Champaign, Ohio,429.74
Clark, Ohio,403.83
Clermont, Ohio,457.74
Clinton, Ohio,412.31
Columbiana, Ohio,535.22
Coshocton, Ohio,567.61
Crawford, Ohio,402.85
Cuyahoga, Ohio,1245.62
Darke, Ohio,600.38
Defiance, Ohio,414.21
Delaware, Ohio,455.99
Erie, Ohio,625.78
Fairfield, Ohio,508.58
Fayette, Ohio,407.11
Franklin, Ohio,543.35
Fulton, Ohio,407.36
Gallia, Ohio,471.16
Geauga, Ohio,408.71
Greene, Ohio,416.24
Guernsey, Ohio,528.33
Hamilton, Ohio,412.81
Hancock, Ohio,533.64
Hardin, Ohio,470.55
Harrison, Ohio,410.81
Henry, Ohio,420
Highland, Ohio,557.89
Hocking, Ohio,423.62
Holmes, Ohio,424.04
Huron, Ohio,494.94
Jackson, Ohio,421.52
Jefferson, Ohio,410.89
Knox, Ohio,529.56
Lake, Ohio,979.02
Lawrence, Ohio,457.3
Licking, Ohio,688.39
Logan, Ohio,466.81
Lorain, Ohio,923.09
Lucas, Ohio,560.64
Madison, Ohio,465.97
Mahoning, Ohio,423.4
Marion, Ohio,404.17
Medina, Ohio,423.13
Meigs, Ohio,432.41
Mercer, Ohio,473.32
Miami, Ohio,409.19
Monroe, Ohio,457.48
Montgomery, Ohio,464.39
Morgan, Ohio,421.88
Morrow, Ohio,407.38
Muskingum, Ohio,672.61
Noble, Ohio,404.6
Ottawa, Ohio,620.41
Paulding, Ohio,418.92
Perry, Ohio,412.62
Pickaway, Ohio,506.84
Pike, Ohio,443.98
Portage, Ohio,507.14
Preble, Ohio,426.35
Putnam, Ohio,484.28
Richland, Ohio,500.36
Ross, Ohio,693
Sandusky, Ohio,417.8
Scioto, Ohio,616.12
Seneca, Ohio,552.41
Shelby, Ohio,411.06
Stark, Ohio,580.94
Summit, Ohio,420.1
Trumbull, Ohio,634.08
Tuscarawas, Ohio,571.53
Union, Ohio,437
Van Wert, Ohio,410.51
Vinton, Ohio,414.99
Warren, Ohio,407.14
Washington, Ohio,640.18
Wayne, Ohio,556.34
Williams, Ohio,423.08
Wood, Ohio,620.58
Wyandot, Ohio,407.65
Adair, Oklahoma,577.06
Alfalfa, Oklahoma,881.5
Atoka, Oklahoma,990.05
Beaver, Oklahoma,1817.68
Beckham, Oklahoma,904.19
Blaine, Oklahoma,938.94
Bryan, Oklahoma,943.49
Caddo, Oklahoma,1290.41
Canadian, Oklahoma,905.25
Carter, Oklahoma,833.78
Cherokee, Oklahoma,776.45
Choctaw, Oklahoma,800.72
Cimarron, Oklahoma,1841.27
Cleveland, Oklahoma,558.39
Coal, Oklahoma,521.32
Comanche, Oklahoma,1083.91
Cotton, Oklahoma,641.99
Craig, Oklahoma,762.78
Creek, Oklahoma,969.82
Custer, Oklahoma,1002.07
Delaware, Oklahoma,792.37
Dewey, Oklahoma,1008.34
Ellis, Oklahoma,1231.94
Garfield, Oklahoma,1060
Garvin, Oklahoma,813.73
Grady, Oklahoma,1105.38
Grant, Oklahoma,1003.67
Greer, Oklahoma,643.71
Harmon, Oklahoma,538.6
Harper, Oklahoma,1041.02
Haskell, Oklahoma,625.29
Hughes, Oklahoma,814.69
Jackson, Oklahoma,804.22
Jefferson, Oklahoma,773.88
Johnston, Oklahoma,658.33
Kay, Oklahoma,945.2
Kingfisher, Oklahoma,906.03
Kiowa, Oklahoma,1030.74
Latimer, Oklahoma,729.16
Le Flore, Oklahoma,1608.14
Lincoln, Oklahoma,965.68
Logan, Oklahoma,748.98
Love, Oklahoma,531.99
McClain, Oklahoma,580.18
McCurtain, Oklahoma,1901.45
McIntosh, Oklahoma,712.49
Major, Oklahoma,957.92
Marshall, Oklahoma,426.98
Mayes, Oklahoma,683.55
Murray, Oklahoma,424.95
Muskogee, Oklahoma,839.01
Noble, Oklahoma,742.5
Nowata, Oklahoma,580.93
Okfuskee, Oklahoma,628.94
Oklahoma, Oklahoma,718.38
Okmulgee, Oklahoma,702.36
Osage, Oklahoma,2303.94
Ottawa, Oklahoma,484.77
Pawnee, Oklahoma,594.92
Payne, Oklahoma,697.18
Pittsburg, Oklahoma,1377.92
Pontotoc, Oklahoma,725.5
Pottawatomie, Oklahoma,793.39
Pushmataha, Oklahoma,1422.86
Roger Mills, Oklahoma,1146.53
Rogers, Oklahoma,711.49
Seminole, Oklahoma,640.55
Sequoyah, Oklahoma,714.93
Stephens, Oklahoma,891.19
Texas, Oklahoma,2048.97
Tillman, Oklahoma,879.29
Tulsa, Oklahoma,587.05
Wagoner, Oklahoma,591.01
Washington, Oklahoma,424.19
Washita, Oklahoma,1009.14
Woods, Oklahoma,1290.14
Woodward, Oklahoma,1246.09
Baker, Oregon,3088.61
Benton, Oregon,679.01
Clackamas, Oregon,1879.13
Clatsop, Oregon,1084.8
Columbia, Oregon,688.37
Coos, Oregon,1806.45
Crook, Oregon,2987.55
Curry, Oregon,1988.64
Deschutes, Oregon,3054.96
Douglas, Oregon,5134.06
Gilliam, Oregon,1222.91
Grant, Oregon,4529.53
Harney, Oregon,10227.05
Hood River, Oregon,533.6
Jackson, Oregon,2801.94
Jefferson, Oregon,1791.27
Josephine, Oregon,1641.66
Klamath, Oregon,6136.19
Lake, Oregon,8359.03
Lane, Oregon,4721.95
Lincoln, Oregon,1193.89
Linn, Oregon,2309.3
Malheur, Oregon,9930.51
Marion, Oregon,1195.2
Morrow, Oregon,2048.68
Multnomah, Oregon,465.7
Polk, Oregon,744.21
Sherman, Oregon,831.29
Tillamook, Oregon,1332.86
Umatilla, Oregon,3231.34
Union, Oregon,2038.4
Wallowa, Oregon,3151.78
Wasco, Oregon,2395.46
Washington, Oregon,726.43
Wheeler, Oregon,1715.55
Yamhill, Oregon,718.41
Adams, Pennsylvania,521.56
Allegheny, Pennsylvania,744.73
Armstrong, Pennsylvania,664.48
Beaver, Pennsylvania,443.94
Bedford, Pennsylvania,1017.49
Berks, Pennsylvania,865.68
Blair, Pennsylvania,527.17
Bradford, Pennsylvania,1161.09
Bucks, Pennsylvania,622.15
Butler, Pennsylvania,794.85
Cambria, Pennsylvania,693.48
Cameron, Pennsylvania,398.61
Carbon, Pennsylvania,388.79
Centre, Pennsylvania,1111.93
Chester, Pennsylvania,759.86
Clarion, Pennsylvania,608.99
Clearfield, Pennsylvania,1153.87
Clinton, Pennsylvania,898.12
Columbia, Pennsylvania,489.81
Crawford, Pennsylvania,1037.82
Cumberland, Pennsylvania,551.2
Dauphin, Pennsylvania,557.57
Delaware, Pennsylvania,190.77
Elk, Pennsylvania,832.27
Erie, Pennsylvania,1558.49
Fayette, Pennsylvania,797.99
Forest, Pennsylvania,431.42
Franklin, Pennsylvania,772.69
Fulton, Pennsylvania,438.06
Greene, Pennsylvania,577.99
Huntingdon, Pennsylvania,890.3
Indiana, Pennsylvania,834.35
Jefferson, Pennsylvania,656.91
Juniata, Pennsylvania,393.61
Lackawanna, Pennsylvania,464.57
Lancaster, Pennsylvania,983.9
Lawrence, Pennsylvania,362.78
Lebanon, Pennsylvania,362.61
Lehigh, Pennsylvania,348.33
Luzerne, Pennsylvania,907.14
Lycoming, Pennsylvania,1243.84
McKean, Pennsylvania,984.22
Mercer, Pennsylvania,682.62
Mifflin, Pennsylvania,413.46
Monroe, Pennsylvania,616.05
Montgomery, Pennsylvania,487.47
Montour, Pennsylvania,132.3
Northampton, Pennsylvania,377.41
Northumberland, Pennsylvania,477.4
Perry, Pennsylvania,555.81
Philadelphia, Pennsylvania,142.68
Pike, Pennsylvania,566.66
Potter, Pennsylvania,1081.47
Schuylkill, Pennsylvania,782.63
Snyder, Pennsylvania,332.18
Somerset, Pennsylvania,1081.26
Sullivan, Pennsylvania,452.37
Susquehanna, Pennsylvania,832.44
Tioga, Pennsylvania,1137.35
Union, Pennsylvania,317.15
Venango, Pennsylvania,683.08
Warren, Pennsylvania,897.83
Washington, Pennsylvania,861
Wayne, Pennsylvania,750.59
Westmoreland, Pennsylvania,1036.46
Wyoming, Pennsylvania,404.82
York, Pennsylvania,910.34
Bristol, Rhode Island,44.71
Kent, Rhode Island,188.01
Newport, Rhode Island,313.65
Providence, Rhode Island,435.85
Washington, Rhode Island,562.9
Abbeville, South Carolina,511.1
Aiken, South Carolina,1080.53
Allendale, South Carolina,412.59
Anderson, South Carolina,757.47
Bamberg, South Carolina,395.49
Barnwell, South Carolina,557.29
Beaufort, South Carolina,923
Berkeley, South Carolina,1229.23
Calhoun, South Carolina,392.36
Charleston, South Carolina,1357.14
Cherokee, South Carolina,397.3
Chester, South Carolina,586.19
Chesterfield, South Carolina,805.84
Clarendon, South Carolina,695.71
Colleton, South Carolina,1132.05
Darlington, South Carolina,567.55
Dillon, South Carolina,406.56
Dorchester, South Carolina,576.74
Edgefield, South Carolina,506.56
Fairfield, South Carolina,709.98
Florence, South Carolina,803.05
Georgetown, South Carolina,1035.09
Greenville, South Carolina,797.01
Greenwood, South Carolina,462.95
Hampton, South Carolina,562.72
Horry, South Carolina,1255
Jasper, South Carolina,685.84
Kershaw, South Carolina,740.31
Lancaster, South Carolina,555.32
Laurens, South Carolina,722.02
Lee, South Carolina,411.33
Lexington, South Carolina,759.49
McCormick, South Carolina,393.89
Marion, South Carolina,494.11
Marlboro, South Carolina,485.3
Newberry, South Carolina,647.32
Oconee, South Carolina,673.63
